scenario,P_laser,P_EUV,eta,CE,pulse_freq,F1,F3,F7,type,droplet_diameter,pulse_width,plasma_temp,F2,F4,F5,F6
sweep,45.0,297.31749968750046,0.11011759247685203,0.06,63.0,0.7,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,86.91424263351537,0.04138773458738827,0.06,63.0,0.65,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,86.86397412996794,0.07238664510830661,0.06,54.0,0.6,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,45.0405791785019,0.021447894846905666,0.06,36.0,0.7,0.85,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,17.828562591490325,0.008489791710233488,0.06,36.0,0.7,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,166.91508754385995,0.05563836251461998,0.06,72.0,0.7,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,109.78641174759838,0.03659547058253279,0.06,54.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,35.037569396961864,0.02919797449746822,0.06,54.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,76.30404002005028,0.04239113334447238,0.06,72.0,0.6,0.98,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,15.89667500417714,0.008831486113431744,0.06,45.0,0.6,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,13.443234091542655,0.005601347538142773,0.06,27.0,0.65,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,7.948337502088571,0.005298891668059047,0.06,27.0,0.6,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,124.65011828672235,0.05193754928613431,0.06,36.0,0.65,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,36.193322554153305,0.012064440851384436,0.06,63.0,0.6,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,91.97361966702489,0.03406430358037959,0.06,63.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,17.924312122056875,0.007468463384190364,0.06,36.0,0.65,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,165.52412848099445,0.09195784915610802,0.06,54.0,0.7,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,73.02535080043873,0.03477397657163749,0.06,45.0,0.7,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,177.37600537452118,0.059125335124840396,0.06,27.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,295.57880085891867,0.1407518099328184,0.06,63.0,0.7,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,21.957282349519673,0.012198490194177595,0.06,54.0,0.65,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,54.04869501420228,0.0450405791785019,0.06,72.0,0.6,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,21.52674740148988,0.011959304111938823,0.06,50.0,0.65,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,304.0239094548878,0.11260144794625475,0.06,72.0,0.7,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,72.23457232446565,0.048156381549643766,0.06,45.0,0.6,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,103.85827669395732,0.04945632223521777,0.06,36.0,0.6,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,40.75100020912075,0.016979583420466977,0.06,72.0,0.7,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,85.38943135924318,0.05692628757282878,0.06,36.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,318.36718913375586,0.10612239637791862,0.06,45.0,0.7,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,21.574058934240405,0.011985588296800225,0.06,63.0,0.6,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,196.04716383499706,0.09335579230237956,0.06,45.0,0.65,0.9,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,28.74175614594527,0.010645094868868618,0.06,45.0,0.7,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,171.58315877524532,0.14298596564603777,0.06,72.0,0.7,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,96.07958483073135,0.03558503141878939,0.06,54.0,0.65,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,124.09139161423991,0.06893966200791106,0.06,72.0,0.6,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,12.447438973650609,0.010372865811375507,0.06,50.0,0.65,0.9,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,143.07007503759428,0.05298891668059048,0.06,54.0,0.6,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,37.09824949009593,0.030915207908413275,0.06,50.0,0.65,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,82.03819778941416,0.045576776549674534,0.06,36.0,0.6,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,166.06347995435047,0.061504992575685355,0.06,45.0,0.65,0.9,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,15.281625078420287,0.007276964323057279,0.06,36.0,0.6,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,33.388424541086344,0.027823687117571952,0.06,45.0,0.65,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,41.72877188596499,0.013909590628654997,0.06,63.0,0.6,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,193.03105362215098,0.07149298282301889,0.06,72.0,0.7,0.85,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,63.67343782675117,0.04244895855116745,0.06,36.0,0.7,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,92.73060419103332,0.07727550349252776,0.06,50.0,0.6,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,224.05390152571093,0.07468463384190364,0.06,72.0,0.65,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,386.06210724430196,0.14298596564603777,0.06,72.0,0.7,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,225.0262661702409,0.09376094423760037,0.06,63.0,0.65,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,81.86584863439441,0.027288616211464802,0.06,27.0,0.6,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,60.67704075255112,0.03370946708475062,0.06,27.0,0.7,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,94.58521627485398,0.05254734237491888,0.06,36.0,0.6,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,73.2483908834055,0.040693550490780835,0.06,45.0,0.6,0.85,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,22.3546992246241,0.014903132816416066,0.06,63.0,0.7,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,63.58670001670856,0.03532594445372698,0.06,36.0,0.6,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,48.68356720029249,0.01622785573343083,0.06,63.0,0.7,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,72.98241996516509,0.06081868330430425,0.06,50.0,0.7,0.98,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,262.78177047721397,0.0973265816582274,0.06,54.0,0.6,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,12.366083163365312,0.010305069302804427,0.06,50.0,0.65,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,47.44670855838585,0.026359282532436582,0.06,27.0,0.65,0.9,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,121.98490194177595,0.05808804854370283,0.06,45.0,0.65,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,42.473928526785784,0.01573108463955029,0.06,63.0,0.7,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,36.164935634502996,0.015068723181042916,0.06,63.0,0.65,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,64.72217680272122,0.03595676489040068,0.06,63.0,0.6,0.95,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,274.7573457512098,0.11448222739633743,0.06,50.0,0.7,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,24.81827832284798,0.01034094930118666,0.06,54.0,0.6,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,9.246025257531603,0.007705021047943002,0.06,36.0,0.6,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,214.72930532986146,0.10225205015707689,0.06,63.0,0.65,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,29.19797449746822,0.02433164541455685,0.06,45.0,0.6,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,152.0119547274439,0.08445108595969106,0.06,63.0,0.6,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,225.0262661702409,0.10715536484297185,0.06,72.0,0.65,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,179.31780585441066,0.09962100325245037,0.06,63.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,28.61401500751885,0.01589667500417714,0.06,72.0,0.6,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,31.36754621359953,0.011617609708740567,0.06,63.0,0.65,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,102.23549112061423,0.04868356720029249,0.06,63.0,0.7,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,12.868736908143399,0.006127969956258761,0.06,36.0,0.6,0.85,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,52.98891668059047,0.04415743056715873,0.06,45.0,0.6,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,25.392775506247236,0.010580323127603016,0.06,54.0,0.65,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,127.74113842642345,0.0709672991257908,0.06,50.0,0.6,0.9,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,28.46802513503151,0.011861677139596462,0.06,54.0,0.65,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,33.383017508772,0.012364080558804443,0.06,63.0,0.6,0.98,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,6.934518943148703,0.005778765785957252,0.06,27.0,0.6,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,48.257763405537744,0.01608592113517925,0.06,72.0,0.7,0.85,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,122.7987729515916,0.045481027019108,0.06,45.0,0.6,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,103.85827669395732,0.04327428195581555,0.06,27.0,0.7,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,178.042760046784,0.07418448335282667,0.06,54.0,0.6,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,111.52905320390944,0.04647043883496227,0.06,36.0,0.65,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,251.69735423280463,0.13983186346266924,0.06,63.0,0.7,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,93.35579230237956,0.031118597434126517,0.06,50.0,0.65,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,125.47018485439813,0.1045584873786651,0.06,72.0,0.65,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,189.90323562364387,0.06330107854121463,0.06,50.0,0.6,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,30.657873222341625,0.01703215179018979,0.06,72.0,0.7,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,45.07437313046655,0.018780988804361062,0.06,27.0,0.65,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,54.50288572860734,0.022709535720253058,0.06,36.0,0.7,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,147.13255864977285,0.12261046554147736,0.06,72.0,0.7,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,59.12589835737314,0.032847721309651745,0.06,54.0,0.6,0.9,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,19.708632785791046,0.0072994936243670535,0.06,36.0,0.6,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,102.19291074113877,0.05677383930063265,0.06,27.0,0.7,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,33.55964723104062,0.013983186346266925,0.06,63.0,0.7,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,114.9670245837811,0.03832234152792703,0.06,27.0,0.6,0.9,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,71.34278748095372,0.047561858320635815,0.06,50.0,0.6,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,102.4673176310918,0.04269471567962158,0.06,63.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,126.6766289395366,0.07037590496640922,0.06,45.0,0.7,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,85.45645603063976,0.028485485343546585,0.06,45.0,0.7,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,22.078715283579363,0.010513673944561602,0.06,50.0,0.7,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,287.24859169962946,0.09574953056654315,0.06,50.0,0.6,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,213.47357839810795,0.10165408495147997,0.06,45.0,0.65,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,117.98313479662718,0.05618244514125104,0.06,45.0,0.7,0.95,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,21.898480873101164,0.00811054847151895,0.06,45.0,0.6,0.9,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,108.91509101944281,0.07261006067962854,0.06,50.0,0.65,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,111.09339283983167,0.05290161563801508,0.06,27.0,0.65,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,84.45108595969106,0.046917269977606146,0.06,45.0,0.6,0.98,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,134.12819534774462,0.07451566408208034,0.06,63.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,89.8919122260017,0.05992794148400113,0.06,63.0,0.6,0.95,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,179.24312122056872,0.06638634119280323,0.06,36.0,0.65,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,176.87066062986437,0.11791377375324291,0.06,50.0,0.7,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,90.08115835700379,0.042895789693811325,0.06,36.0,0.6,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,136.73032964902362,0.05697097068709317,0.06,45.0,0.6,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,193.031053622151,0.09191954934388143,0.06,54.0,0.6,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,202.25680250850374,0.1348378683390025,0.06,54.0,0.7,0.95,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,39.295607344509314,0.02183089296917184,0.06,36.0,0.6,0.95,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,100.14905252631598,0.08345754377192999,0.06,54.0,0.6,0.98,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,165.5903646268452,0.055196788208948404,0.06,50.0,0.6,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,255.48227685284687,0.1064509486886862,0.06,45.0,0.7,0.9,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,191.0203134802536,0.090962054038216,0.06,45.0,0.6,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,48.86098544810697,0.018096661277076657,0.06,27.0,0.7,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,217.03226928416447,0.09043011220173519,0.06,50.0,0.6,0.85,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,131.39088523860696,0.07299493624367054,0.06,72.0,0.6,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,199.968107111697,0.07406226189322111,0.06,54.0,0.65,0.85,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,154.42484289772077,0.08579157938762265,0.06,72.0,0.6,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,141.1539579611979,0.05227924368933255,0.06,36.0,0.65,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,105.17353730442196,0.058429742946901085,0.06,36.0,0.65,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,76.03639192049015,0.05069092794699343,0.06,50.0,0.6,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,136.443081057324,0.045481027019108,0.06,45.0,0.6,0.95,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,118.2506702496808,0.09854222520806732,0.06,45.0,0.65,0.95,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,147.78940042945936,0.07037590496640922,0.06,45.0,0.7,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,96.51552681107549,0.0321718422703585,0.06,27.0,0.6,0.85,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,38.32234152792703,0.03193528460660586,0.06,27.0,0.7,0.9,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,204.38582148227755,0.1135476786012653,0.06,54.0,0.7,0.9,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,126.9638775312362,0.04232129251041206,0.06,72.0,0.65,0.85,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,54.89320587379919,0.030496225485443992,0.06,45.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,79.4833750208857,0.033118072925369044,0.06,50.0,0.6,0.98,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,81.43497574684494,0.03016110212846109,0.06,27.0,0.7,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,84.78226668894474,0.07065188890745396,0.06,72.0,0.6,0.98,0.8,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,127.17340003341714,0.05298891668059048,0.06,27.0,0.6,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,13.41281953477446,0.006387056921321172,0.06,27.0,0.7,0.9,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,50.412127843284956,0.01680404261442832,0.06,27.0,0.65,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,243.41783600146243,0.08113927866715415,0.06,63.0,0.7,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,281.50361986563684,0.10426059995023587,0.06,50.0,0.6,0.98,0.85,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,144.77329021661325,0.06032220425692218,0.06,54.0,0.7,0.9,0.85,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,58.55275293205246,0.04879396077671038,0.06,72.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,47.051319320399294,0.022405390152571092,0.06,36.0,0.65,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,112.36489028250206,0.03745496342750069,0.06,50.0,0.7,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,176.44244745149737,0.0653490546116657,0.06,63.0,0.65,0.85,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,31.25264677691968,0.013021936157049866,0.06,72.0,0.6,0.85,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,289.5465804332265,0.12064440851384438,0.06,54.0,0.7,0.85,0.9,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,7.640812539210141,0.0063673437826751176,0.06,27.0,0.7,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,85.38943135924318,0.05692628757282878,0.06,36.0,0.65,0.98,0.85,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,144.65974253801198,0.053577682421485924,0.06,36.0,0.65,0.98,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,283.1595235119054,0.09438650783730179,0.06,63.0,0.6,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,50.82704247573998,0.03388469498382665,0.06,50.0,0.65,0.98,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,25.683403493143338,0.008561134497714446,0.06,45.0,0.6,0.95,0.8,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,50.0,46.534271855339966,0.01551142395177999,0.06,27.0,0.6,0.9,0.85,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,41.38103212024861,0.01532630819268467,0.06,63.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,148.36896670565332,0.12364080558804444,0.06,63.0,0.6,0.98,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,35.0,20.225680250850385,0.009631276309928754,0.06,45.0,0.6,0.95,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,37.561977608722124,0.03130164800726844,0.06,45.0,0.65,0.95,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,25.832096881787855,0.01076337370074494,0.06,45.0,0.65,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,40.877164296455504,0.017032151790189794,0.06,27.0,0.7,0.9,0.8,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,66.23614585073808,0.055196788208948404,0.06,50.0,0.6,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,205.4672279451467,0.13697815196343113,0.06,72.0,0.6,0.95,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,101.34130315162928,0.04222554297984553,0.06,27.0,0.7,0.85,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,16.691508754385996,0.013909590628654997,0.06,63.0,0.6,0.98,0.9,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,30.0,165.9658529820081,0.09220325165667116,0.06,50.0,0.65,0.85,0.8,sweep,25.0,10.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,291.2497956122455,0.10787029467120204,0.06,72.0,0.6,0.95,0.9,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,104.32192971491247,0.06954795314327498,0.06,63.0,0.6,0.98,0.9,sweep,25.0,5.0,40.0,0.85,0.85,0.85,0.9
sweep,20.0,37.227417484271975,0.03102284790355998,0.06,54.0,0.6,0.85,0.9,sweep,25.0,3.0,40.0,0.85,0.85,0.85,0.9
sweep,25.0,8.868800268726059,0.005912533512484039,0.06,27.0,0.65,0.95,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
sweep,45.0,97.08326520408184,0.03595676489040068,0.06,27.0,0.6,0.95,0.8,sweep,25.0,7.0,40.0,0.85,0.85,0.85,0.9
sweep,40.0,21.018936949967543,0.00875789039581981,0.06,36.0,0.7,0.98,0.85,sweep,25.0,1.0,40.0,0.85,0.85,0.85,0.9
